編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPROMLTLMHKFFAO76CA,,57.52,共有部分,鋼筋混凝土造,103年12月15日,012
RPROMLTLMHKFFAO76CA,,27.66,共有部分,鋼筋混凝土造,103年12月15日,012
RPTPMLLJMHKFFAO78DA,19,77.57,住家用,鋼筋混凝土造,85年4月1日,007,二層
RPTPMLLJMHKFFAO78DA,19,30.41,見其他登記事項,鋼筋混凝土造,85年4月1日,007
RPPTMLLMLHKFFAO88CA,20,100.60,住家用,鋼筋混凝土造,83年11月19日,006,四層
RPPTMLLMLHKFFAO88CA,20,29.03,共有部分,鋼筋混凝土造,83年11月19日,007
RPQNMLMJMHKFFAO28CA,20,76.65,住家用,鋼筋混凝土造,83年12月28日,019,九層
RPQNMLMJMHKFFAO28CA,20,19.59,共有部分,鋼筋混凝土造,83年12月28日,019
RPQNMLMJMHKFFAO28CA,20,33.80,見使用執照,鋼筋混凝土造,83年12月28日,019,一層 地下一層 地下二層
RPQNMLMJMHKFFAO28CA,20,4.62,共有部分,鋼筋混凝土造,83年12月28日,019
RPQOMLLJMHKFFAO28CA,8,.01,見其他登記事項,鋼筋混凝土造,95年12月20日,013,一層
RPQOMLLJMHKFFAO28CA,8,21.68,見其他登記事項,鋼筋混凝土造,95年12月20日,013
RPROMLLJMHKFFAO38CA,8,.01,見其他登記事項,鋼筋混凝土造,95年12月20日,013,一層
RPROMLLJMHKFFAO38CA,8,21.68,見其他登記事項,鋼筋混凝土造,95年12月20日,013
RPPNMLOJMHKFFAO38CA,4,57.49,見其他登記事項,鋼筋混凝土造,99年12月28日,007,五層
RPPNMLOJMHKFFAO38CA,4,9.51,共有部分,鋼筋混凝土造,99年12月28日,007
RPPNMLOJMHKFFAO38CA,4,40.51,共有部分,鋼筋混凝土造,99年12月28日,007
RPPNMLOJMHKFFAO38CA,4,.05,見其他登記事項,鋼筋混凝土造,99年12月28日,007,一層
RPPNMLOJMHKFFAO38CA,4,3.99,共有部分,鋼筋混凝土造,99年12月28日,007
RPQNMLOJMHKFFAO48CA,21,.52,住商用,鋼筋混凝土造,83年4月23日,014,一層 二層 三層
RPQNMLOJMHKFFAO48CA,21,.09,共有部分,鋼筋混凝土造,83年4月23日,014
RPQNMLOJMHKFFAO48CA,21,.05,共有部分,鋼筋混凝土造,83年4月23日,002
RPQNMLOJMHKFFAO48CA,21,90.81,住家用,鋼筋混凝土造,83年4月23日,016,十三層
RPQNMLOJMHKFFAO48CA,21,11.22,共有部分,鋼筋混凝土造,83年4月23日,016
RPQNMLOJMHKFFAO48CA,21,41.36,共有部分,鋼筋混凝土造,83年4月23日,002
RPQNMLOJMHKFFAO48CA,21,2.29,商業用,鋼筋混凝土造,83年4月23日,001,地下一層
RPQNMLOJMHKFFAO48CA,21,.16,共有部分,鋼筋混凝土造,83年4月23日,002
RPRNMLOJMHKFFAO58CA,4,.02,見其他登記事項,鋼筋混凝土造,100年5月1日,014,一層
RPRNMLOJMHKFFAO58CA,4,.00,共有部分,鋼筋混凝土造,100年5月1日,012
RPRNMLOJMHKFFAO58CA,4,19.92,共有部分,鋼筋混凝土造,100年5月1日,014
RPRNMLOJMHKFFAO58CA,4,110.20,見其他登記事項,鋼筋混凝土造,100年5月1日,014,十四層
RPRNMLOJMHKFFAO58CA,4,18.66,共有部分,鋼筋混凝土造,100年5月1日,014
RPRNMLOJMHKFFAO58CA,4,25.64,共有部分,鋼筋混凝土造,100年5月1日,014
RPPOMLMJMHKFFAO28CA,6,.02,見其他登記事項,鋼筋混凝土造,98年7月21日,015,一層
RPPOMLMJMHKFFAO28CA,6,.00,見其他登記事項,鋼筋混凝土造,98年7月21日,015
RPPOMLMJMHKFFAO28CA,6,21.73,見其他登記事項,鋼筋混凝土造,98年7月21日,015
RPWOMLTJMHKFFAO07CA,,23.51,見其他登記事項,鋼筋混凝土造,103年8月30日,012,十一層
RPWOMLTJMHKFFAO07CA,,18.84,共有部分,鋼筋混凝土造,103年8月30日,012
RPOQMLRJMHKFFAO88CA,4,248.35,見其他登記事項,鋼筋混凝土造,100年5月20日,004,一層 二層 三層 四層 見其他登記事項
